Time,Amount,Note
"10/4/17, 8:45 PM",2.1 oz.,0.8 1.3
"10/5/17, 1:11 AM",4.1 oz.,1.6 2.5
"10/5/17, 6:50 AM",3.6 oz.,0.4 3.2
"10/5/17, 6:50 PM",.8 oz.,0.4 0.4
"10/5/17, 9:25 PM",2.5 oz.,1 1.5
"10/6/17, 1:23 AM",4.2 oz.,1.6 2.6
"10/6/17, 6:37 AM",3.6 oz.,0.6 3
"10/6/17, 3:22 PM",.65 oz.,0.4 0.25
"10/6/17, 7:15 PM",.3 oz.,0.1 0.2
"10/6/17, 8:36 PM",1.8 oz.,0.7 1.1
"10/7/17, 1:22 AM",2.9 oz.,0.3 2.6
"10/7/17, 7:41 AM",2.9 oz.,0.7 2.2
"10/7/17, 2:10 PM",1.8 oz.,1.4 0.4
"10/7/17, 6:55 PM",1.3 oz.,0.6 0.7
"10/7/17, 8:20 PM",1.7 oz.,0.7 1
"10/8/17, 12:50 AM",4.65 oz.,1.75 2.9
"10/8/17, 8:00 AM",4.25 oz.,0.75 3.5
"10/8/17, 7:10 PM",1 oz.,0.5 0.5
"10/8/17, 8:45 PM",2 oz.,0.75 1.25
"10/9/17, 12:55 AM",3.9 oz.,1.4 2.5
"10/9/17, 7:00 AM",3.15 oz.,0.25 2.8
"10/9/17, 6:41 PM",1 oz.,0.2 0.8
"10/9/17, 8:45 PM",3.1 oz.,1.1 2
"10/10/17, 1:09 AM",3.7 oz.,1.2 2.5
"10/10/17, 6:40 AM",2.5 oz.,0.7 1.8
"10/10/17, 4:30 PM",.5 oz.,0.25 0.25
"10/10/17, 9:21 PM",3 oz.,1 2
"10/11/17, 12:50 AM",3.9 oz.,1.4 2.5
"10/11/17, 9:00 AM",2.25 oz.,"0.25 2
"
"10/11/17, 2:45 PM",1.65 oz.,0.25 1.4
"10/11/17, 6:46 PM",.75 oz.,
"10/11/17, 8:35 PM",2.8 oz.,1 1.8
"10/12/17, 1:16 AM",4.4 oz.,1.6 2.8
"10/12/17, 8:00 AM",4.75 oz.,0.75 4
"10/12/17, 4:00 PM",.6 oz.,
"10/12/17, 6:00 PM",.7 oz.,
"10/12/17, 9:30 PM",3.1 oz.,0.4 2.7
"10/13/17, 12:50 AM",3.9 oz.,1.2 2.7
"10/13/17, 6:35 AM",5.35 oz.,1.75 3.6
"10/13/17, 3:35 PM",.7 oz.,
"10/13/17, 8:45 PM",3.3 oz.,1.1 2.2
"10/14/17, 12:50 AM",4 oz.,1.5 2.5
"10/14/17, 9:22 AM",3.6 oz.,1.3 2.3
"10/14/17, 7:45 PM",1.65 oz.,0.25 1.4
"10/14/17, 9:15 PM",2.8 oz.,PP3:1 1.8
"10/15/17, 9:06 AM",2.2 oz.,0.7 1.5
"10/15/17, 4:50 PM",.6 oz.,0.1 0.5
"10/15/17, 6:50 PM",2.3 oz.,0.2 2.1
"10/15/17, 9:52 PM",3.5 oz.,1 2.5
"10/16/17, 1:00 AM",4 oz.,1.5 2.5
"10/16/17, 9:36 AM",2.5 oz.,0.5 2
"10/16/17, 3:15 PM",1.7 oz.,.2 1.5
"10/16/17, 7:30 PM",1.2 oz.,
"10/16/17, 8:21 PM",1.2 oz.,0.4 0.8
"10/16/17, 9:16 PM",1.5 oz.,
"10/17/17, 1:55 AM",4.75 oz.,1.75 3
"10/17/17, 8:00 AM",2.5 oz.,
"10/17/17, 7:00 PM",1.75 oz.,0.25 1.5
"10/17/17, 9:20 PM",2.8 oz.,0.9 1.9
"10/18/17, 1:50 AM",4.8 oz.,1.8 3
"10/18/17, 8:35 AM",1.5 oz.,0.3 1.2
"10/18/17, 7:24 PM",1.9 oz.,0.4 1.5
"10/18/17, 9:00 PM",2.4 oz.,
"10/19/17, 2:00 AM",4.3 oz.,1.3 3
"10/19/17, 9:30 AM",3.2 oz.,
"10/19/17, 9:45 PM",2.8 oz.,0.9 1.9
"10/20/17, 2:17 AM",4.6 oz.,1.7 2.9
"10/20/17, 8:00 AM",4.3 oz.,0.4 3.9
"10/20/17, 8:48 PM",1.9 oz.,0.7 1.2
"10/21/17, 2:00 AM",3.2 oz.,1.2 2
"10/21/17, 8:00 AM",3.2 oz.,
"10/21/17, 8:45 PM",3.1 oz.,0.9 2.2
"10/22/17, 2:07 AM",5.7 oz.,2 3.7
"10/22/17, 8:05 AM",3.7 oz.,0.7 3
"10/22/17, 9:20 PM",2.5 oz.,
"10/23/17, 2:19 AM",5.2 oz.,1.9 3.3
"10/23/17, 8:15 AM",3.7 oz.,0.8 2.9
"10/23/17, 9:00 PM",1.25 oz.,0.4 0.85
"10/24/17, 2:14 AM",5.8 oz.,2.3 3.5
"10/24/17, 8:30 AM",2.2 oz.,0.4 1.8
"10/24/17, 9:25 PM",2.6 oz.,1.3 1.3
"10/25/17, 1:49 AM",4.1 oz.,2 2.1
"10/25/17, 8:00 AM",3 oz.,1.8 1.2
"10/26/17, 2:16 AM",4.6 oz.,1.8 2.8
"10/26/17, 8:00 AM",3 oz.,
"10/26/17, 9:00 PM",1.6 oz.,0.6 1
"10/27/17, 2:04 AM",1.25 oz.,0.25 1
"10/27/17, 7:02 AM",3.3 oz.,0.4 2.9
"10/27/17, 9:16 PM",2.8 oz.,1 1.8
"10/28/17, 2:00 AM",5.3 oz.,2.1 3.2
"10/28/17, 8:02 AM",2.8 oz.,1 1.8
"10/28/17, 12:09 PM",4.3 oz.,1.8 2.5
"10/28/17, 3:30 PM",3.2 oz.,1.1 2.1
"10/28/17, 9:11 PM",1.7 oz.,0.7 1
"10/29/17, 2:15 AM",4.25 oz.,1.75 2.5
"10/29/17, 8:30 AM",1.5 oz.,
"10/29/17, 8:51 PM",3.2 oz.,1.2 2
"10/30/17, 2:24 AM",2.25 oz.,0.25 2
"10/30/17, 8:30 AM",4.1 oz.,1 3.1
"10/30/17, 9:48 PM",3 oz.,1 2
"10/31/17, 2:19 AM",4.8 oz.,1.8 3
"10/31/17, 7:45 AM",1.4 oz.,0.4 1
"10/31/17, 9:15 PM",3 oz.,1 2
"11/1/17, 1:29 AM",1.2 oz.,1 0.2
"11/1/17, 9:00 AM",5.8 oz.,1.3 4.5
"11/1/17, 12:29 PM",3.75 oz.,1.25 2.5
"11/1/17, 3:20 PM",3.4 oz.,1.4 2
"11/2/17, 8:00 AM",3.1 oz.,1 2.1
"11/2/17, 9:00 AM",1 oz.,0.5 0.5
"11/2/17, 12:20 PM",3.8 oz.,1.6 2.2
"11/2/17, 3:16 PM",3.4 oz.,1.4 2
"11/2/17, 5:03 PM",3.5 oz.,1 2.5
"11/2/17, 9:20 PM",2.8 oz.,0.8 2
"11/3/17, 2:15 AM",5.2 oz.,2 3.2
"11/3/17, 8:00 AM",3.75 oz.,0.75 3
"11/3/17, 12:35 PM",5 oz.,2 3
"11/3/17, 3:00 PM",2.6 oz.,1 1.6
"11/3/17, 5:01 PM",2.5 oz.,1 1.5
"11/3/17, 9:09 PM",2.5 oz.,0.8 1.7
"11/4/17, 1:30 AM",1.5 oz.,0.5 1
"11/4/17, 9:00 AM",3 oz.,1 2
"11/4/17, 9:00 PM",2.6 oz.,1.1 1.5
"11/5/17, 1:00 AM",2.65 oz.,0.75 1.9
"11/5/17, 7:25 AM",3 oz.,1 2
"11/5/17, 8:14 PM",2 oz.,0.7 1.3
"11/6/17, 1:50 AM",2.4 oz.,0.5 1.9
"11/6/17, 8:00 AM",3.5 oz.,1 2.5
"11/6/17, 12:00 PM",5.2 oz.,1.7 3.5
"11/6/17, 3:23 PM",4.9 oz.,2 2.9
"11/6/17, 5:08 PM",2.5 oz.,
"11/6/17, 9:00 PM",1.7 oz.,0.7 1
"11/7/17, 2:00 AM",5.6 oz.,2.3 3.3
"11/7/17, 8:00 AM",3.8 oz.,1.5 2.3
"11/7/17, 12:38 PM",5.2 oz.,2.1 3.1
"11/7/17, 6:05 PM",2.3 oz.,0.8 1.5
"11/7/17, 10:04 PM",2.8 oz.,1 1.8
"11/8/17, 2:00 AM",3.2 oz.,0.4 2.8
"11/8/17, 8:00 AM",2.3 oz.,1 1.3
"11/8/17, 12:29 PM",4.5 oz.,2 2.5
"11/8/17, 3:25 PM",3.3 oz.,1.5 1.8
"11/8/17, 5:00 PM",2.8 oz.,1.3 1.5
"11/8/17, 9:00 PM",2.8 oz.,plugged duct in R
"11/9/17, 2:39 AM",2 oz.,1.5 0.5 - plugged duct in R
"11/9/17, 7:30 AM",2.5 oz.,1.5 1
"11/9/17, 8:55 AM",1.6 oz.,0.8 x2
"11/9/17, 12:15 PM",3.7 oz.,1.6 2.1
"11/9/17, 3:18 PM",3.2 oz.,1.3 1.9
"11/9/17, 5:00 PM",2 oz.,"1 1, dropped the R bottle"
"11/9/17, 9:15 PM",3.1 oz.,
"11/10/17, 1:10 AM",1.5 oz.,
"11/10/17, 8:00 AM",4 oz.,2 2
"11/10/17, 12:00 PM",4.5 oz.,2 2.5
"11/10/17, 3:26 PM",3.4 oz.,1.4 2
"11/10/17, 5:21 PM",1.7 oz.,0.7 1
"11/10/17, 9:00 PM",1.5 oz.,
"11/11/17, 1:20 AM",1.3 oz.,0.3 1
"11/11/17, 8:24 AM",4.3 oz.,1 3.3
"11/11/17, 9:00 PM",2.6 oz.,1 1.6
"11/12/17, 2:00 AM",5.7 oz.,2.2 3.5
"11/12/17, 9:14 PM",3 oz.,1 2
"11/13/17, 2:00 AM",5.7 oz.,2.2 3.5
"11/13/17, 9:00 AM",4.5 oz.,1.5 3
"11/13/17, 11:44 AM",4.8 oz.,2 2.8
"11/13/17, 3:26 PM",4 oz.,1.5 2.5
"11/13/17, 7:47 PM",2.1 oz.,0.3 1.8
"11/13/17, 9:00 PM",1.7 oz.,0.3 1.4
"11/14/17, 2:12 AM",5.7 oz.,2.2 3.5
"11/14/17, 8:10 AM",4 oz.,0.8 3.2
"11/14/17, 12:00 PM",5.5 oz.,2 3.5
"11/14/17, 3:22 PM",3.4 oz.,1.2 2.2
"11/14/17, 7:30 PM",1.3 oz.,0.3 0.8
"11/14/17, 9:00 PM",2.25 oz.,0.75 1.5
"11/15/17, 8:00 AM",4.5 oz.,0.5 4
"11/15/17, 12:20 PM",6 oz.,2 4
"11/15/17, 3:00 PM",3.5 oz.,1.5 2
"11/15/17, 8:00 PM",3 oz.,1 2
"11/15/17, 9:39 PM",1.75 oz.,
"11/16/17, 1:40 AM",2.3 oz.,0.3 2
"11/16/17, 8:00 AM",4.5 oz.,1.5 3
"11/16/17, 12:02 PM",6 oz.,2 4
"11/16/17, 3:00 PM",3.5 oz.,1.5 2
"11/16/17, 9:23 PM",4 oz.,1.7 2.3
"11/17/17, 8:07 AM",6.4 oz.,2.8 3.8
"11/17/17, 12:02 PM",5 oz.,2 3
"11/17/17, 3:27 PM",3.5 oz.,1.5 2
"11/18/17, 9:15 AM",6 oz.,2 4
"11/18/17, 7:30 PM",1 oz.,0.5 0.5
"11/19/17, 8:30 PM",1.5 oz.,0.5 1
"11/20/17, 6:15 AM",3.7 oz.,2.2 1.5
"11/20/17, 9:04 PM",2.5 oz.,1 1.5
"11/21/17, 7:50 AM",2 oz.,
"11/21/17, 1:35 PM",3 oz.,1 2
"11/21/17, 8:30 PM",2 oz.,1 1
"11/22/17, 8:16 AM",1.5 oz.,1 1.5
"11/22/17, 8:30 PM",1.5 oz.,0.5 1
"11/23/17, 6:15 AM",2.5 oz.,1 1.5
"11/23/17, 8:30 AM",2.5 oz.,
"11/23/17, 11:00 AM",2.5 oz.,
"11/23/17, 8:30 PM",1.5 oz.,0.5 1
"11/24/17, 9:00 AM",4.6 oz.,1.8 2.8
"11/24/17, 8:53 PM",2.2 oz.,1 1.2
"11/25/17, 10:00 AM",2.5 oz.,1 1.5
"11/26/17, 10:30 AM",5 oz.,2 3
"11/26/17, 8:30 PM",1.5 oz.,1 0.5
"11/27/17, 10:00 AM",3.5 oz.,1.5 2
"11/27/17, 8:20 PM",1.5 oz.,1 0.5
"11/28/17, 9:00 AM",6 oz.,2.5 3.5
"11/28/17, 12:00 PM",3 oz.,
"11/28/17, 3:00 PM",4.3 oz.,1.3 3
"11/28/17, 8:15 PM",3.8 oz.,0.8 3
"11/29/17, 8:00 AM",6.5 oz.,2.5 4
"11/29/17, 12:29 PM",5.6 oz.,1.8 3.8
"11/29/17, 3:00 PM",3.5 oz.,1.5 2
"11/29/17, 8:30 PM",2.25 oz.,0.75 1.5
"11/30/17, 8:05 AM",4.5 oz.,1.5 3
"11/30/17, 12:00 PM",5 oz.,2 3
"11/30/17, 3:01 PM",3.3 oz.,1.5 1.8
"11/30/17, 8:33 PM",2.7 oz.,1.2 1.5
"12/1/17, 12:00 PM",4.5 oz.,1.7 2.8
"12/1/17, 3:00 PM",3.4 oz.,1.5 1.9
"12/1/17, 5:03 PM",2 oz.,1 1
"12/1/17, 10:30 PM",5.2 oz.,2.2 3
"12/2/17, 8:27 AM",5.5 oz.,
"12/2/17, 9:29 PM",3.5 oz.,1.5 2
"12/3/17, 8:45 AM",1 oz.,0.3 0.7
"12/4/17, 8:00 AM",5 oz.,2.2 2.8
"12/4/17, 12:00 PM",4.8 oz.,2 2.8
"12/4/17, 3:00 PM",3.9 oz.,1.4 2.5
"12/4/17, 9:00 PM",3 oz.
"12/5/17, 8:30 AM",4.5 oz.,1.5 3
"12/5/17, 12:31 PM",5 oz.,2 3
"12/5/17, 3:32 PM",3.5 oz.,1.5 2
"12/5/17, 10:00 PM",3 oz.,1 2
"12/6/17, 8:00 AM",4.5 oz.,0.5 4
"12/6/17, 12:00 PM",4.5 oz.,1.7 2.8
"12/6/17, 3:00 PM",3 oz.
"12/6/17, 8:30 PM",3 oz.,1 2
"12/7/17, 8:00 AM",2.1 oz.,0.4 1.7
"12/7/17, 12:00 PM",6.3 oz.,2 4.3
"12/7/17, 3:00 PM",3.5 oz.
"12/7/17, 9:00 PM",2 oz.,1 1
"12/8/17, 8:00 AM",7.3 oz.,3 4.3
"12/8/17, 12:30 PM",5 oz.,2 3
"12/8/17, 5:00 PM",4 oz.,2 2
"12/8/17, 9:20 PM",3 oz.
"12/9/17, 8:00 AM",8.5 oz.,3.5 8
"12/9/17, 9:36 PM",2 oz.,1 1
"12/10/17, 8:47 AM",5 oz.,2.5 x2
"12/10/17, 9:00 PM",3 oz.,1 2
"12/11/17, 8:12 AM",6.5 oz.,2.5 4
"12/11/17, 12:00 PM",4.5 oz.,2 2.5
"12/11/17, 3:00 PM",3.8 oz.,1.8 2
"12/11/17, 8:46 PM",4.25 oz.,1.25 3
"12/12/17, 8:02 AM",5.5 oz.,3 2.5
"12/12/17, 12:20 PM",5 oz.,2 3
"12/12/17, 3:00 PM",3.5 oz.,1.5 2
"12/12/17, 7:10 PM",4.5 oz.,2 2.5
"12/12/17, 9:29 PM",2.5 oz.,1 1.5
"12/13/17, 9:20 AM",3.4 oz.,1.4 2
"12/13/17, 12:01 PM",4 oz.,1.5 2.5
"12/13/17, 3:50 PM",4.25 oz.,1.75 2.5
"12/13/17, 7:17 PM",4.5 oz.,2 2.5
"12/13/17, 9:48 PM",3 oz.,1 2
"12/14/17, 8:15 AM",4.8 oz.,1.8 3
"12/14/17, 12:35 PM",5 oz.,2 3
"12/14/17, 3:06 PM",3.25 oz.,1.25 2
"12/14/17, 9:40 PM",3 oz.,1 2
"12/15/17, 8:02 AM",6.5 oz.,2.5 4
"12/15/17, 11:30 AM",4.5 oz.,2 2.5
"12/15/17, 3:00 PM",4.4 oz.
"12/15/17, 9:01 PM",4.4 oz.,1.4 3
"12/16/17, 9:16 AM",3 oz.
"12/16/17, 9:00 PM",2.7 oz.
"12/17/17, 8:15 AM",3.75 oz.,0.75 3
"12/17/17, 9:02 PM",1.5 oz.,0.5 1
"12/18/17, 8:02 AM",4 oz.,2 2
"12/18/17, 12:00 PM",4.5 oz.,2 2.5
"12/18/17, 3:00 PM",4 oz.,1.75 2.25
"12/18/17, 8:57 PM",4 oz.
"12/19/17, 8:10 AM",3.5 oz.,0.5 3
"12/19/17, 12:00 PM",4.3 oz.,2 2.3
"12/19/17, 3:17 PM",3 oz.
"12/19/17, 9:05 PM",3 oz.,1 2
"12/20/17, 3:08 PM",7 oz.,3 4
"12/20/17, 10:02 PM",3 oz.
"12/21/17, 8:45 AM",4.5 oz.,1 3.5
"12/21/17, 12:10 PM",4.5 oz.,2 2.5
"12/21/17, 3:00 PM",2.75 oz.,1.25 1.5
"12/21/17, 7:00 PM",4 oz.
"12/21/17, 9:33 PM",2.5 oz.
"12/22/17, 8:17 AM",3 oz.,1.5 1.5
"12/22/17, 12:28 PM",5.3 oz.,2.5 2.8
"12/22/17, 3:00 PM",3.4 oz.,1.5 1.9
"12/22/17, 9:16 PM",3 oz.
"12/23/17, 7:37 AM",4 oz.,2.5 1.5
"12/23/17, 9:01 PM",2 oz.
"12/24/17, 8:31 AM",.5 oz.
"12/24/17, 9:28 PM",3 oz.,1.5 1.5
"12/25/17, 7:41 AM",7 oz.,4 3
"12/25/17, 9:00 PM",3.2 oz.,1.2 2
"12/26/17, 9:38 AM",3.5 oz.,1.25 2.25
"12/26/17, 11:30 AM",3.5 oz.,1.5 2
"12/26/17, 4:30 PM",5.5 oz.,2.5 3
"12/27/17, 7:18 AM",2 oz.,0.5 1.5
"12/27/17, 9:02 PM",3.2 oz.,1.2 2
"12/28/17, 10:18 AM",4.5 oz.,1.5 3
"12/28/17, 12:30 PM",4 oz.
"12/28/17, 3:00 PM",3.3 oz.,1.5 1.8
"12/28/17, 9:00 PM",3 oz.,1.25 1.75
"12/29/17, 8:40 AM",5.5 oz.
"12/29/17, 12:00 PM",4.5 oz.,2 2.5
"12/29/17, 9:00 PM",3.75 oz.,1.25 2.5
"12/30/17, 8:00 AM",3 oz.,0.5 2.5
"12/30/17, 8:36 PM",1.75 oz.
"12/31/17, 8:00 AM",6 oz.,2 4
"12/31/17, 9:00 PM",2 oz.,1 1
"1/1/18, 9:06 AM",4 oz.,1 3
"1/1/18, 9:09 PM",1.25 oz.,0.75 0.5
"1/2/18, 9:00 AM",7.5 oz.,3 4.5
"1/2/18, 12:00 PM",4 oz.
"1/2/18, 3:00 PM",3.3 oz.,1.5 1.8
"1/2/18, 9:00 PM",3.2 oz.,2 1.2
"1/3/18, 8:00 AM",5.3 oz.,2.5 2.8
"1/3/18, 12:00 PM",4 oz.,2 2
"1/3/18, 3:00 PM",3.5 oz.
"1/3/18, 5:00 PM",2.5 oz.
"1/3/18, 9:00 PM",4 oz.,2 2
"1/4/18, 8:15 AM",6 oz.,2 4
"1/4/18, 12:30 PM",6 oz.,2 4
"1/4/18, 3:00 PM",2.8 oz.,1.3 1.5
"1/4/18, 8:22 PM",2.8 oz.,1 1.8
"1/5/18, 8:48 AM",6.5 oz.,3 3.5
"1/5/18, 12:00 PM",4 oz.
"1/5/18, 3:00 PM",2 oz.
"1/6/18, 7:40 AM",6.5 oz.,2.5 4
"1/6/18, 9:35 PM",3.3 oz.,1.8 1.5
"1/7/18, 8:30 AM",1.5 oz.
"1/7/18, 9:30 PM",2.8 oz.,1.3 1.5
"1/8/18, 8:30 AM",.5 oz.,Very little
"1/8/18, 12:10 PM",5 oz.,2 3
"1/8/18, 3:29 PM",3.3 oz.,1.5 1.8
"1/8/18, 8:35 PM",3 oz.,0.5 2.5
"1/9/18, 7:26 AM",1.5 oz.,0.5 1
"1/9/18, 11:15 AM",3.5 oz.
"1/9/18, 3:00 PM",5 oz.,2.5 2.5
"1/9/18, 9:00 PM",1.7 oz.
"1/10/18, 8:30 AM",4.5 oz.,1 3.5
"1/10/18, 12:00 PM",4 oz.,2 2
"1/10/18, 3:00 PM",3.1 oz.,1.5 1.6
"1/10/18, 9:00 PM",3.1 oz.,1.1 2
"1/11/18, 8:10 AM",5 oz.,1.5 3.5
"1/11/18, 12:00 PM",4.5 oz.
"1/11/18, 3:06 PM",3 oz.
"1/11/18, 10:12 PM",3 oz.,1 2
"1/12/18, 8:25 AM",4.5 oz.
"1/12/18, 12:08 PM",3.5 oz.,1.5 2
"1/12/18, 3:00 PM",3 oz.
"1/12/18, 9:00 PM",3 oz.,1 2
"1/13/18, 6:30 AM",2 oz.,2
"1/13/18, 9:00 PM",3.5 oz.,1.5 2
"1/14/18, 8:00 AM",.5 oz.
"1/14/18, 8:30 PM",2 oz.,1 1
"1/15/18, 8:30 AM",.5 oz.
"1/15/18, 1:30 PM",3 oz.,1.5 1.5
"1/15/18, 3:30 PM",3 oz.
"1/15/18, 8:30 PM",2.8 oz.,1 1.8
"1/16/18, 8:38 AM",4 oz.,1 3
"1/16/18, 2:31 PM",4.5 oz.,1.5 3
"1/17/18, 8:30 AM",5 oz.,1.5 3.5
"1/17/18, 12:04 PM",3.5 oz.,1.5 2
"1/17/18, 3:27 PM",3.5 oz.,1.5 2
"1/17/18, 8:30 PM",2 oz.
"1/18/18, 10:00 AM",3.5 oz.
"1/18/18, 12:05 PM",3.5 oz.,1.5 2
"1/18/18, 3:00 PM",3.5 oz.,1.5 2
"1/18/18, 9:00 PM",2 oz.
"1/19/18, 8:30 AM",5 oz.,2 3
"1/19/18, 12:00 PM",4.5 oz.,2 2.5
"1/19/18, 7:30 PM",3.5 oz.,0.5 3
"1/19/18, 9:00 PM",3 oz.
"1/20/18, 9:05 AM",1 oz.
"1/20/18, 9:00 PM",3 oz.
"1/21/18, 7:49 AM",5 oz.
"1/21/18, 9:00 PM",3.5 oz.,1 2.5
"1/22/18, 8:30 AM",1 oz.,0.25 0.75
"1/22/18, 12:00 PM",8.5 oz.,3.5 5
"1/22/18, 4:00 PM",4 oz.
"1/22/18, 9:00 PM",3 oz.,1 2
"1/23/18, 8:20 AM",5.5 oz.,2 3.5
"1/23/18, 12:30 PM",6.5 oz.,2.5 4
"1/23/18, 3:00 PM",3.5 oz.,1.5 2
"1/23/18, 8:30 PM",3.5 oz.,1 2.5
"1/24/18, 8:10 AM",6.5 oz.,1.5 5
"1/24/18, 12:10 PM",5 oz.,2 3
"1/24/18, 3:15 PM",3.5 oz.,1.5 2
"1/24/18, 9:05 PM",3 oz.
"1/25/18, 8:30 AM",4 oz.,2 2
"1/25/18, 12:11 PM",4.5 oz.
"1/25/18, 3:11 PM",3 oz.,1.5 1.5
"1/25/18, 8:56 PM",2 oz.
"1/26/18, 8:25 AM",3 oz.
"1/26/18, 12:00 PM",4.5 oz.,2 2.5
"1/26/18, 3:20 PM",3.5 oz.,1.5 2
"1/26/18, 9:00 PM",3 oz.
"1/27/18, 8:19 AM",3 oz.
"1/27/18, 9:00 PM",4.5 oz.,1.5 3
"1/28/18, 9:16 AM",1 oz.
"1/28/18, 9:43 PM",3.5 oz.,1.5 2
"1/29/18, 8:16 AM",2 oz.,1.5 0.5
"1/29/18, 12:14 PM",8.5 oz.,4 4.5
"1/29/18, 3:00 PM",3.5 oz.,1.5 2
"1/29/18, 9:00 PM",2.5 oz.,1 1.5
"1/30/18, 8:31 AM",1 oz.
"1/30/18, 9:00 PM",2 oz.,1 1
"1/31/18, 9:40 AM",2.5 oz.,1 1.5
"1/31/18, 12:06 PM",4 oz.,1.5 2.5
"1/31/18, 3:01 PM",3 oz.,1.5 1.5
"1/31/18, 8:58 PM",5.5 oz.,1 4.5
"2/1/18, 7:40 AM",4 oz.,2 2
"2/1/18, 12:10 PM",5 oz.
"2/1/18, 9:33 PM",6.8 oz.,2.8 4
"2/2/18, 8:14 AM",5 oz.,2 3
"2/2/18, 12:00 PM",5.5 oz.,2 3.5
"2/2/18, 8:30 PM",4.8 oz.,1.8 3
"2/3/18, 9:40 AM",6 oz.,2 4
"2/3/18, 9:32 PM",3.5 oz.,1.5 2
"2/4/18, 8:07 AM",2 oz.
"2/4/18, 9:08 PM",1.5 oz.
"2/5/18, 8:30 AM",1 oz.
"2/5/18, 12:00 PM",6.5 oz.,3 3.5
"2/5/18, 8:39 PM",3 oz.,1 2
"2/6/18, 12:30 PM",4.5 oz.,2.1 2.4
"2/6/18, 6:25 PM",5.2 oz.,2.8 2.4
"2/6/18, 9:00 PM",2.7 oz.,1.2 1.5
"2/7/18, 8:11 AM",2.5 oz.,1.5 0.5
"2/7/18, 12:06 PM",4.5 oz.,2.25 2.25
"2/7/18, 9:04 PM",3.5 oz.,2 1.5
"2/8/18, 8:00 AM",1 oz.
"2/8/18, 12:00 PM",6.5 oz.,2.5 4
"2/8/18, 9:00 PM",3 oz.,0.5 2.5
"2/9/18, 8:30 AM",3.5 oz.,1.5 2
"2/9/18, 12:00 PM",5 oz.,1.6 3.4
"2/9/18, 5:20 PM",6 oz.,3 3
"2/9/18, 9:07 PM",4 oz.,2 2
"2/10/18, 9:11 AM",3 oz.
"2/10/18, 9:30 PM",4 oz.,2 2
"2/11/18, 8:15 AM",.25 oz.
"2/11/18, 9:26 PM",1.8 oz.,1.3 0.5
"2/12/18, 8:26 AM",2 oz.
"2/12/18, 12:17 PM",6 oz.,2.5 3.5
"2/12/18, 9:00 PM",3.5 oz.,1.5 2
"2/13/18, 8:16 AM",3.5 oz.,1.5 2
"2/13/18, 12:00 PM",4 oz.,2 2
"2/13/18, 9:00 PM",2.5 oz.,1.5 1
"2/14/18, 8:00 AM",1 oz.
"2/14/18, 12:24 PM",4.5 oz.,2 2.5
"2/14/18, 9:01 PM",2.5 oz.,1.5 1
"2/15/18, 8:30 AM",.5 oz.
"2/15/18, 3:35 PM",6 oz.,2.5 3.5
"2/15/18, 9:00 PM",3.5 oz.,1.75 1.75
"2/16/18, 8:30 AM",4.5 oz.,1 3.5
"2/16/18, 12:02 PM",5 oz.,2 3
"2/16/18, 9:10 PM",4 oz.,0.5 3.5
"2/17/18, 6:30 AM",8.5 oz.,3.5 5
"2/17/18, 9:30 PM",4 oz.,2 2
"2/18/18, 8:02 AM",.5 oz.
"2/18/18, 9:02 PM",2 oz.,1 1
"2/20/18, 8:15 AM",4 oz.,2 2
"2/20/18, 12:00 PM",3.5 oz.,1.8 1.7
"2/20/18, 9:29 PM",5 oz.,2 3
"2/21/18, 8:00 AM",4.5 oz.
"2/21/18, 12:02 PM",4 oz.
"2/21/18, 6:14 PM",6.5 oz.,3 3.5
"2/21/18, 9:19 PM",2 oz.
"2/22/18, 8:36 AM",3 oz.,1.5 1.5
"2/22/18, 12:11 PM",4.5 oz.,2 2.5
"2/22/18, 9:07 PM",3.5 oz.,1.5 2
"2/23/18, 8:15 AM",3.5 oz.,1.5 2
"2/23/18, 12:16 PM",5.5 oz.,2 3.5
"2/23/18, 9:02 PM",2.75 oz.,1.75 1
"2/24/18, 7:50 AM",3 oz.,1.5 1.5
"2/25/18, 7:26 AM",.5 oz.
"2/25/18, 9:26 PM",3 oz.
"2/26/18, 12:06 PM",3.5 oz.,1.5 2
"2/26/18, 9:22 PM",3.5 oz.,1.5 2
"2/27/18, 11:06 PM",7 oz.,2.5 4.5
"2/28/18, 8:29 AM",2.5 oz.
"2/28/18, 12:00 PM",3 oz.
"2/28/18, 9:19 PM",3.5 oz.
"3/1/18, 8:07 AM",2 oz.
"3/1/18, 12:28 PM",4 oz.,1.5 2.5
"3/1/18, 9:01 PM",2 oz.
"3/2/18, 8:36 AM",2 oz.
"3/2/18, 12:00 PM",3.5 oz.
"3/2/18, 9:27 PM",4 oz.
"3/3/18, 7:22 AM",1 oz.
"3/3/18, 9:24 PM",3 oz.
"3/4/18, 8:03 AM",.5 oz.
"3/4/18, 9:21 PM",2 oz.
"3/5/18, 8:40 AM",.5 oz.
"3/5/18, 12:00 PM",4 oz.
"3/5/18, 9:06 PM",2.5 oz.
"3/6/18, 8:16 AM",1.5 oz.
"3/6/18, 12:00 PM",4 oz.
"3/6/18, 9:00 PM",3 oz.
"3/7/18, 8:30 AM",3.5 oz.,1.5 2
"3/7/18, 12:30 PM",3.5 oz.,1.5 2
"3/7/18, 9:30 PM",4.5 oz.
"3/8/18, 8:30 AM",2 oz.
