,Time,LeftDuration,RightDuration,TotalDuration,Resource,longestTimeBtwnFeeds,# of Night Feeds,# of Night Wakes,EndTime,DateOnly,DateString,Time_SameDate,EndTime_SameDate,Daydifference,Time_SameDate2,EndTime_SameDate2,AgeInWeeks
113,2017-08-08 05:20:00,,,15.0,Wet,,,,2017-08-08 05:35:00,2017-08-08,2017-08-08,2019-01-01 05:20:00,2019-01-01 05:35:00,6 days,2017-08-02 05:20:00,2017-08-02 05:35:00,0.0
114,2017-08-08 06:46:00,19.0,0.0,19.0,Nursing,,,,2017-08-08 07:05:00,2017-08-08,2017-08-08,2019-01-01 06:46:00,2019-01-01 07:05:00,6 days,2017-08-02 06:46:00,2017-08-02 07:05:00,0.0
115,2017-08-08 07:05:00,,,115.0,Sleep,,,,2017-08-08 09:00:00,2017-08-08,2017-08-08,2019-01-01 07:05:00,2019-01-01 09:00:00,6 days,2017-08-02 07:05:00,2017-08-02 09:00:00,0.0
116,2017-08-08 09:03:00,7.0,17.0,24.0,Nursing,,,,2017-08-08 09:27:00,2017-08-08,2017-08-08,2019-01-01 09:03:00,2019-01-01 09:27:00,6 days,2017-08-02 09:03:00,2017-08-02 09:27:00,0.0
117,2017-08-08 09:40:00,,,85.0,Sleep,,,,2017-08-08 11:05:00,2017-08-08,2017-08-08,2019-01-01 09:40:00,2019-01-01 11:05:00,6 days,2017-08-02 09:40:00,2017-08-02 11:05:00,0.0
118,2017-08-08 11:07:00,17.0,3.0,20.0,Nursing,,,,2017-08-08 11:27:00,2017-08-08,2017-08-08,2019-01-01 11:07:00,2019-01-01 11:27:00,6 days,2017-08-02 11:07:00,2017-08-02 11:27:00,0.0
119,2017-08-08 11:40:00,,,15.0,Wet,,,,2017-08-08 11:55:00,2017-08-08,2017-08-08,2019-01-01 11:40:00,2019-01-01 11:55:00,6 days,2017-08-02 11:40:00,2017-08-02 11:55:00,0.0
120,2017-08-08 12:40:00,14.0,14.0,28.0,Nursing,,,,2017-08-08 13:08:00,2017-08-08,2017-08-08,2019-01-01 12:40:00,2019-01-01 13:08:00,6 days,2017-08-02 12:40:00,2017-08-02 13:08:00,0.0
121,2017-08-08 13:15:00,,,88.0,Sleep,,,,2017-08-08 14:43:00,2017-08-08,2017-08-08,2019-01-01 13:15:00,2019-01-01 14:43:00,6 days,2017-08-02 13:15:00,2017-08-02 14:43:00,0.0
122,2017-08-08 14:43:00,14.0,6.0,20.0,Nursing,,,,2017-08-08 15:03:00,2017-08-08,2017-08-08,2019-01-01 14:43:00,2019-01-01 15:03:00,6 days,2017-08-02 14:43:00,2017-08-02 15:03:00,0.0
123,2017-08-08 16:30:00,,,15.0,Sleep,,,,2017-08-08 16:45:00,2017-08-08,2017-08-08,2019-01-01 16:30:00,2019-01-01 16:45:00,6 days,2017-08-02 16:30:00,2017-08-02 16:45:00,0.0
124,2017-08-08 16:48:00,5.0,14.0,19.0,Nursing,,,,2017-08-08 17:07:00,2017-08-08,2017-08-08,2019-01-01 16:48:00,2019-01-01 17:07:00,6 days,2017-08-02 16:48:00,2017-08-02 17:07:00,0.0
125,2017-08-08 17:25:00,,,80.0,Sleep,,,,2017-08-08 18:45:00,2017-08-08,2017-08-08,2019-01-01 17:25:00,2019-01-01 18:45:00,6 days,2017-08-02 17:25:00,2017-08-02 18:45:00,0.0
126,2017-08-08 18:46:00,,,15.0,Wet,,,,2017-08-08 19:01:00,2017-08-08,2017-08-08,2019-01-01 18:46:00,2019-01-01 19:01:00,6 days,2017-08-02 18:46:00,2017-08-02 19:01:00,0.0
127,2017-08-08 18:55:00,15.0,11.0,26.0,Nursing,,,,2017-08-08 19:21:00,2017-08-08,2017-08-08,2019-01-01 18:55:00,2019-01-01 19:21:00,6 days,2017-08-02 18:55:00,2017-08-02 19:21:00,0.0
128,2017-08-08 19:45:00,,,15.0,Wet,,,,2017-08-08 20:00:00,2017-08-08,2017-08-08,2019-01-01 19:45:00,2019-01-01 20:00:00,6 days,2017-08-02 19:45:00,2017-08-02 20:00:00,0.0
129,2017-08-08 20:52:00,8.0,14.0,22.0,Nursing,158.0,5.0,3.0,2017-08-08 21:14:00,2017-08-08,2017-08-08,2019-01-01 20:52:00,2019-01-01 21:14:00,6 days,2017-08-02 20:52:00,2017-08-02 21:14:00,0.0
130,2017-08-08 21:50:00,,,99.0,Sleep,,,,2017-08-08 23:29:00,2017-08-08,2017-08-08,2019-01-01 21:50:00,2019-01-01 23:29:00,6 days,2017-08-02 21:50:00,2017-08-02 23:29:00,0.0
131,2017-08-08 23:30:00,15.0,11.0,26.0,Nursing,,,,2017-08-08 23:56:00,2017-08-08,2017-08-08,2019-01-01 23:30:00,2019-01-01 23:56:00,6 days,2017-08-02 23:30:00,2017-08-02 23:56:00,0.0
132,2017-08-09 00:01:00,,,104.0,Sleep,,,,2017-08-09 01:45:00,2017-08-09,2017-08-09,2019-01-01 00:01:00,2019-01-01 01:45:00,7 days,2017-08-02 00:01:00,2017-08-02 01:45:00,1.0
133,2017-08-09 01:50:00,,,15.0,Wet,,,,2017-08-09 02:05:00,2017-08-09,2017-08-09,2019-01-01 01:50:00,2019-01-01 02:05:00,7 days,2017-08-02 01:50:00,2017-08-02 02:05:00,1.0
134,2017-08-09 01:54:00,14.0,18.0,32.0,Nursing,,,,2017-08-09 02:26:00,2017-08-09,2017-08-09,2019-01-01 01:54:00,2019-01-01 02:26:00,7 days,2017-08-02 01:54:00,2017-08-02 02:26:00,1.0
135,2017-08-09 02:36:00,,,110.0,Sleep,,,,2017-08-09 04:26:00,2017-08-09,2017-08-09,2019-01-01 02:36:00,2019-01-01 04:26:00,7 days,2017-08-02 02:36:00,2017-08-02 04:26:00,1.0
136,2017-08-09 04:29:00,16.0,11.0,27.0,Nursing,,,,2017-08-09 04:56:00,2017-08-09,2017-08-09,2019-01-01 04:29:00,2019-01-01 04:56:00,7 days,2017-08-02 04:29:00,2017-08-02 04:56:00,1.0
137,2017-08-09 05:02:00,,,83.0,Sleep,,,,2017-08-09 06:25:00,2017-08-09,2017-08-09,2019-01-01 05:02:00,2019-01-01 06:25:00,7 days,2017-08-02 05:02:00,2017-08-02 06:25:00,1.0
138,2017-08-09 06:30:00,,,15.0,BottlePumped,,,,2017-08-09 06:45:00,2017-08-09,2017-08-09,2019-01-01 06:30:00,2019-01-01 06:45:00,7 days,2017-08-02 06:30:00,2017-08-02 06:45:00,1.0
139,2017-08-09 06:56:00,,,15.0,Wet,,,,2017-08-09 07:11:00,2017-08-09,2017-08-09,2019-01-01 06:56:00,2019-01-01 07:11:00,7 days,2017-08-02 06:56:00,2017-08-02 07:11:00,1.0
140,2017-08-09 08:00:00,,,30.0,Sleep,,,,2017-08-09 08:30:00,2017-08-09,2017-08-09,2019-01-01 08:00:00,2019-01-01 08:30:00,7 days,2017-08-02 08:00:00,2017-08-02 08:30:00,1.0
141,2017-08-09 08:30:00,,,15.0,Wet,,,,2017-08-09 08:45:00,2017-08-09,2017-08-09,2019-01-01 08:30:00,2019-01-01 08:45:00,7 days,2017-08-02 08:30:00,2017-08-02 08:45:00,1.0
142,2017-08-09 08:34:00,10.0,16.0,26.0,Nursing,,,,2017-08-09 09:00:00,2017-08-09,2017-08-09,2019-01-01 08:34:00,2019-01-01 09:00:00,7 days,2017-08-02 08:34:00,2017-08-02 09:00:00,1.0
143,2017-08-09 09:05:00,,,5.0,Sleep,,,,2017-08-09 09:10:00,2017-08-09,2017-08-09,2019-01-01 09:05:00,2019-01-01 09:10:00,7 days,2017-08-02 09:05:00,2017-08-02 09:10:00,1.0
144,2017-08-09 10:32:00,17.0,10.0,27.0,Nursing,,,,2017-08-09 10:59:00,2017-08-09,2017-08-09,2019-01-01 10:32:00,2019-01-01 10:59:00,7 days,2017-08-02 10:32:00,2017-08-02 10:59:00,1.0
145,2017-08-09 12:24:00,,,15.0,Wet,,,,2017-08-09 12:39:00,2017-08-09,2017-08-09,2019-01-01 12:24:00,2019-01-01 12:39:00,7 days,2017-08-02 12:24:00,2017-08-02 12:39:00,1.0
146,2017-08-09 12:28:00,15.0,10.0,25.0,Nursing,,,,2017-08-09 12:53:00,2017-08-09,2017-08-09,2019-01-01 12:28:00,2019-01-01 12:53:00,7 days,2017-08-02 12:28:00,2017-08-02 12:53:00,1.0
147,2017-08-09 12:56:00,,,28.0,Sleep,,,,2017-08-09 13:24:00,2017-08-09,2017-08-09,2019-01-01 12:56:00,2019-01-01 13:24:00,7 days,2017-08-02 12:56:00,2017-08-02 13:24:00,1.0
148,2017-08-09 14:30:00,12.0,13.0,25.0,Nursing,,,,2017-08-09 14:55:00,2017-08-09,2017-08-09,2019-01-01 14:30:00,2019-01-01 14:55:00,7 days,2017-08-02 14:30:00,2017-08-02 14:55:00,1.0
149,2017-08-09 15:00:00,,,116.0,Sleep,,,,2017-08-09 16:56:00,2017-08-09,2017-08-09,2019-01-01 15:00:00,2019-01-01 16:56:00,7 days,2017-08-02 15:00:00,2017-08-02 16:56:00,1.0
150,2017-08-09 16:59:00,,,15.0,Wet,,,,2017-08-09 17:14:00,2017-08-09,2017-08-09,2019-01-01 16:59:00,2019-01-01 17:14:00,7 days,2017-08-02 16:59:00,2017-08-02 17:14:00,1.0
151,2017-08-09 17:03:00,15.0,10.0,25.0,Nursing,,,,2017-08-09 17:28:00,2017-08-09,2017-08-09,2019-01-01 17:03:00,2019-01-01 17:28:00,7 days,2017-08-02 17:03:00,2017-08-02 17:28:00,1.0
152,2017-08-09 18:46:00,10.0,18.0,28.0,Nursing,,,,2017-08-09 19:14:00,2017-08-09,2017-08-09,2019-01-01 18:46:00,2019-01-01 19:14:00,7 days,2017-08-02 18:46:00,2017-08-02 19:14:00,1.0
153,2017-08-09 19:30:00,,,77.0,Sleep,,,,2017-08-09 20:47:00,2017-08-09,2017-08-09,2019-01-01 19:30:00,2019-01-01 20:47:00,7 days,2017-08-02 19:30:00,2017-08-02 20:47:00,1.0
154,2017-08-09 20:52:00,15.0,14.0,29.0,Nursing,176.0,5.0,4.0,2017-08-09 21:21:00,2017-08-09,2017-08-09,2019-01-01 20:52:00,2019-01-01 21:21:00,7 days,2017-08-02 20:52:00,2017-08-02 21:21:00,1.0
155,2017-08-09 21:40:00,,,125.0,Sleep,,,,2017-08-09 23:45:00,2017-08-09,2017-08-09,2019-01-01 21:40:00,2019-01-01 23:45:00,7 days,2017-08-02 21:40:00,2017-08-02 23:45:00,1.0
156,2017-08-09 22:05:00,,,15.0,Wet,,,,2017-08-09 22:20:00,2017-08-09,2017-08-09,2019-01-01 22:05:00,2019-01-01 22:20:00,7 days,2017-08-02 22:05:00,2017-08-02 22:20:00,1.0
157,2017-08-09 23:48:00,7.0,15.0,22.0,Nursing,,,,2017-08-10 00:10:00,2017-08-09,2017-08-09,2019-01-01 23:48:00,2019-01-01 00:10:00,7 days,2017-08-02 23:48:00,2017-08-03 00:10:00,1.0
158,2017-08-10 00:20:00,,,110.0,Sleep,,,,2017-08-10 02:10:00,2017-08-10,2017-08-10,2019-01-01 00:20:00,2019-01-01 02:10:00,8 days,2017-08-02 00:20:00,2017-08-02 02:10:00,1.0
159,2017-08-10 02:13:00,,,15.0,Wet,,,,2017-08-10 02:28:00,2017-08-10,2017-08-10,2019-01-01 02:13:00,2019-01-01 02:28:00,8 days,2017-08-02 02:13:00,2017-08-02 02:28:00,1.0
160,2017-08-10 02:17:00,15.0,18.0,33.0,Nursing,,,,2017-08-10 02:50:00,2017-08-10,2017-08-10,2019-01-01 02:17:00,2019-01-01 02:50:00,8 days,2017-08-02 02:17:00,2017-08-02 02:50:00,1.0
161,2017-08-10 03:45:00,,,15.0,BottlePumped,,,,2017-08-10 04:00:00,2017-08-10,2017-08-10,2019-01-01 03:45:00,2019-01-01 04:00:00,8 days,2017-08-02 03:45:00,2017-08-02 04:00:00,1.0
162,2017-08-10 04:30:00,,,17.0,Sleep,,,,2017-08-10 04:47:00,2017-08-10,2017-08-10,2019-01-01 04:30:00,2019-01-01 04:47:00,8 days,2017-08-02 04:30:00,2017-08-02 04:47:00,1.0
163,2017-08-10 04:48:00,23.0,20.0,43.0,Nursing,,,,2017-08-10 05:31:00,2017-08-10,2017-08-10,2019-01-01 04:48:00,2019-01-01 05:31:00,8 days,2017-08-02 04:48:00,2017-08-02 05:31:00,1.0
164,2017-08-10 05:35:00,,,126.0,Sleep,,,,2017-08-10 07:41:00,2017-08-10,2017-08-10,2019-01-01 05:35:00,2019-01-01 07:41:00,8 days,2017-08-02 05:35:00,2017-08-02 07:41:00,1.0
165,2017-08-10 07:43:00,20.0,10.0,30.0,Nursing,,,,2017-08-10 08:13:00,2017-08-10,2017-08-10,2019-01-01 07:43:00,2019-01-01 08:13:00,8 days,2017-08-02 07:43:00,2017-08-02 08:13:00,1.0
166,2017-08-10 08:16:00,,,89.0,Sleep,,,,2017-08-10 09:45:00,2017-08-10,2017-08-10,2019-01-01 08:16:00,2019-01-01 09:45:00,8 days,2017-08-02 08:16:00,2017-08-02 09:45:00,1.0
167,2017-08-10 09:50:00,,,15.0,BottlePumped,,,,2017-08-10 10:05:00,2017-08-10,2017-08-10,2019-01-01 09:50:00,2019-01-01 10:05:00,8 days,2017-08-02 09:50:00,2017-08-02 10:05:00,1.0
168,2017-08-10 10:15:00,,,15.0,Wet,,,,2017-08-10 10:30:00,2017-08-10,2017-08-10,2019-01-01 10:15:00,2019-01-01 10:30:00,8 days,2017-08-02 10:15:00,2017-08-02 10:30:00,1.0
169,2017-08-10 10:48:00,,,15.0,Wet,,,,2017-08-10 11:03:00,2017-08-10,2017-08-10,2019-01-01 10:48:00,2019-01-01 11:03:00,8 days,2017-08-02 10:48:00,2017-08-02 11:03:00,1.0
170,2017-08-10 11:29:00,16.0,15.0,31.0,Nursing,,,,2017-08-10 12:00:00,2017-08-10,2017-08-10,2019-01-01 11:29:00,2019-01-01 12:00:00,8 days,2017-08-02 11:29:00,2017-08-02 12:00:00,1.0
171,2017-08-10 13:00:00,,,34.0,Sleep,,,,2017-08-10 13:34:00,2017-08-10,2017-08-10,2019-01-01 13:00:00,2019-01-01 13:34:00,8 days,2017-08-02 13:00:00,2017-08-02 13:34:00,1.0
172,2017-08-10 13:39:00,16.0,11.0,27.0,Nursing,,,,2017-08-10 14:06:00,2017-08-10,2017-08-10,2019-01-01 13:39:00,2019-01-01 14:06:00,8 days,2017-08-02 13:39:00,2017-08-02 14:06:00,1.0
173,2017-08-10 14:08:00,,,27.0,Sleep,,,,2017-08-10 14:35:00,2017-08-10,2017-08-10,2019-01-01 14:08:00,2019-01-01 14:35:00,8 days,2017-08-02 14:08:00,2017-08-02 14:35:00,1.0
174,2017-08-10 14:36:00,0.0,5.0,5.0,Nursing,,,,2017-08-10 14:41:00,2017-08-10,2017-08-10,2019-01-01 14:36:00,2019-01-01 14:41:00,8 days,2017-08-02 14:36:00,2017-08-02 14:41:00,1.0
175,2017-08-10 14:41:00,,,39.0,Sleep,,,,2017-08-10 15:20:00,2017-08-10,2017-08-10,2019-01-01 14:41:00,2019-01-01 15:20:00,8 days,2017-08-02 14:41:00,2017-08-02 15:20:00,1.0
176,2017-08-10 15:26:00,4.0,27.0,31.0,Nursing,,,,2017-08-10 15:57:00,2017-08-10,2017-08-10,2019-01-01 15:26:00,2019-01-01 15:57:00,8 days,2017-08-02 15:26:00,2017-08-02 15:57:00,1.0
177,2017-08-10 16:03:00,,,75.0,Sleep,,,,2017-08-10 17:18:00,2017-08-10,2017-08-10,2019-01-01 16:03:00,2019-01-01 17:18:00,8 days,2017-08-02 16:03:00,2017-08-02 17:18:00,1.0
178,2017-08-10 16:52:00,,,15.0,Wet,,,,2017-08-10 17:07:00,2017-08-10,2017-08-10,2019-01-01 16:52:00,2019-01-01 17:07:00,8 days,2017-08-02 16:52:00,2017-08-02 17:07:00,1.0
179,2017-08-10 17:00:00,,,22.0,Sleep,,,,2017-08-10 17:22:00,2017-08-10,2017-08-10,2019-01-01 17:00:00,2019-01-01 17:22:00,8 days,2017-08-02 17:00:00,2017-08-02 17:22:00,1.0
180,2017-08-10 17:23:00,,,16.0,Sleep,,,,2017-08-10 17:39:00,2017-08-10,2017-08-10,2019-01-01 17:23:00,2019-01-01 17:39:00,8 days,2017-08-02 17:23:00,2017-08-02 17:39:00,1.0
181,2017-08-10 17:39:00,11.0,8.0,19.0,Nursing,,,,2017-08-10 17:58:00,2017-08-10,2017-08-10,2019-01-01 17:39:00,2019-01-01 17:58:00,8 days,2017-08-02 17:39:00,2017-08-02 17:58:00,1.0
182,2017-08-10 18:30:00,,,64.0,Sleep,,,,2017-08-10 19:34:00,2017-08-10,2017-08-10,2019-01-01 18:30:00,2019-01-01 19:34:00,8 days,2017-08-02 18:30:00,2017-08-02 19:34:00,1.0
183,2017-08-10 19:29:00,,,15.0,Wet,,,,2017-08-10 19:44:00,2017-08-10,2017-08-10,2019-01-01 19:29:00,2019-01-01 19:44:00,8 days,2017-08-02 19:29:00,2017-08-02 19:44:00,1.0
184,2017-08-10 19:33:00,10.0,15.0,25.0,Nursing,,,,2017-08-10 19:58:00,2017-08-10,2017-08-10,2019-01-01 19:33:00,2019-01-01 19:58:00,8 days,2017-08-02 19:33:00,2017-08-02 19:58:00,1.0
185,2017-08-10 20:51:00,16.0,12.0,28.0,Nursing,,,,2017-08-10 21:19:00,2017-08-10,2017-08-10,2019-01-01 20:51:00,2019-01-01 21:19:00,8 days,2017-08-02 20:51:00,2017-08-02 21:19:00,1.0
186,2017-08-10 21:25:00,,,50.0,Sleep,,,,2017-08-10 22:15:00,2017-08-10,2017-08-10,2019-01-01 21:25:00,2019-01-01 22:15:00,8 days,2017-08-02 21:25:00,2017-08-02 22:15:00,1.0
187,2017-08-10 22:15:00,,,15.0,Wet,,,,2017-08-10 22:30:00,2017-08-10,2017-08-10,2019-01-01 22:15:00,2019-01-01 22:30:00,8 days,2017-08-02 22:15:00,2017-08-02 22:30:00,1.0
188,2017-08-10 22:30:00,11.0,17.0,28.0,Nursing,,,,2017-08-10 22:58:00,2017-08-10,2017-08-10,2019-01-01 22:30:00,2019-01-01 22:58:00,8 days,2017-08-02 22:30:00,2017-08-02 22:58:00,1.0
189,2017-08-10 23:05:00,30.0,0.0,30.0,Nursing,,,,2017-08-10 23:35:00,2017-08-10,2017-08-10,2019-01-01 23:05:00,2019-01-01 23:35:00,8 days,2017-08-02 23:05:00,2017-08-02 23:35:00,1.0
190,2017-08-10 23:30:00,,,115.0,Sleep,,,,2017-08-11 01:25:00,2017-08-10,2017-08-10,2019-01-01 23:30:00,2019-01-01 01:25:00,8 days,2017-08-02 23:30:00,2017-08-03 00:00:00,1.0
191,,,,,Sleep,,,,,,2017-08-11,,,,2017-08-02 00:00:00,2017-08-02 01:25:00,
192,2017-08-11 01:31:00,15.0,17.0,32.0,Nursing,,,,2017-08-11 02:03:00,2017-08-11,2017-08-11,2019-01-01 01:31:00,2019-01-01 02:03:00,9 days,2017-08-02 01:31:00,2017-08-02 02:03:00,1.0
193,2017-08-11 01:45:00,,,15.0,Wet,,,,2017-08-11 02:00:00,2017-08-11,2017-08-11,2019-01-01 01:45:00,2019-01-01 02:00:00,9 days,2017-08-02 01:45:00,2017-08-02 02:00:00,1.0
194,2017-08-11 02:19:00,,,72.0,Sleep,,,,2017-08-11 03:31:00,2017-08-11,2017-08-11,2019-01-01 02:19:00,2019-01-01 03:31:00,9 days,2017-08-02 02:19:00,2017-08-02 03:31:00,1.0
195,2017-08-11 03:34:00,16.0,14.0,30.0,Nursing,160.0,7.0,3.0,2017-08-11 04:04:00,2017-08-11,2017-08-11,2019-01-01 03:34:00,2019-01-01 04:04:00,9 days,2017-08-02 03:34:00,2017-08-02 04:04:00,1.0
196,2017-08-11 04:12:00,,,119.0,Sleep,,,,2017-08-11 06:11:00,2017-08-11,2017-08-11,2019-01-01 04:12:00,2019-01-01 06:11:00,9 days,2017-08-02 04:12:00,2017-08-02 06:11:00,1.0
197,2017-08-11 06:14:00,22.0,15.0,37.0,Nursing,,,,2017-08-11 06:51:00,2017-08-11,2017-08-11,2019-01-01 06:14:00,2019-01-01 06:51:00,9 days,2017-08-02 06:14:00,2017-08-02 06:51:00,1.0
198,2017-08-11 06:34:00,,,15.0,Wet,,,,2017-08-11 06:49:00,2017-08-11,2017-08-11,2019-01-01 06:34:00,2019-01-01 06:49:00,9 days,2017-08-02 06:34:00,2017-08-02 06:49:00,1.0
199,2017-08-11 07:04:00,,,116.0,Sleep,,,,2017-08-11 09:00:00,2017-08-11,2017-08-11,2019-01-01 07:04:00,2019-01-01 09:00:00,9 days,2017-08-02 07:04:00,2017-08-02 09:00:00,1.0
200,2017-08-11 09:00:00,,,15.0,BottlePumped,,,,2017-08-11 09:15:00,2017-08-11,2017-08-11,2019-01-01 09:00:00,2019-01-01 09:15:00,9 days,2017-08-02 09:00:00,2017-08-02 09:15:00,1.0
201,2017-08-11 09:32:00,,,15.0,Wet,,,,2017-08-11 09:47:00,2017-08-11,2017-08-11,2019-01-01 09:32:00,2019-01-01 09:47:00,9 days,2017-08-02 09:32:00,2017-08-02 09:47:00,1.0
202,2017-08-11 10:30:00,,,15.0,Wet,,,,2017-08-11 10:45:00,2017-08-11,2017-08-11,2019-01-01 10:30:00,2019-01-01 10:45:00,9 days,2017-08-02 10:30:00,2017-08-02 10:45:00,1.0
203,2017-08-11 10:33:00,20.0,12.0,32.0,Nursing,,,,2017-08-11 11:05:00,2017-08-11,2017-08-11,2019-01-01 10:33:00,2019-01-01 11:05:00,9 days,2017-08-02 10:33:00,2017-08-02 11:05:00,1.0
204,2017-08-11 12:04:00,,,15.0,BottleFormula,,,,2017-08-11 12:19:00,2017-08-11,2017-08-11,2019-01-01 12:04:00,2019-01-01 12:19:00,9 days,2017-08-02 12:04:00,2017-08-02 12:19:00,1.0
205,2017-08-11 12:30:00,,,15.0,Dirty,,,,2017-08-11 12:45:00,2017-08-11,2017-08-11,2019-01-01 12:30:00,2019-01-01 12:45:00,9 days,2017-08-02 12:30:00,2017-08-02 12:45:00,1.0
206,2017-08-11 12:45:00,,,99.0,Sleep,,,,2017-08-11 14:24:00,2017-08-11,2017-08-11,2019-01-01 12:45:00,2019-01-01 14:24:00,9 days,2017-08-02 12:45:00,2017-08-02 14:24:00,1.0
207,2017-08-11 14:30:00,8.0,15.0,23.0,Nursing,,,,2017-08-11 14:53:00,2017-08-11,2017-08-11,2019-01-01 14:30:00,2019-01-01 14:53:00,9 days,2017-08-02 14:30:00,2017-08-02 14:53:00,1.0
208,2017-08-11 15:37:00,,,15.0,BottlePumped,,,,2017-08-11 15:52:00,2017-08-11,2017-08-11,2019-01-01 15:37:00,2019-01-01 15:52:00,9 days,2017-08-02 15:37:00,2017-08-02 15:52:00,1.0
209,2017-08-11 15:50:00,,,33.0,Sleep,,,,2017-08-11 16:23:00,2017-08-11,2017-08-11,2019-01-01 15:50:00,2019-01-01 16:23:00,9 days,2017-08-02 15:50:00,2017-08-02 16:23:00,1.0
210,2017-08-11 16:34:00,22.0,30.0,52.0,Nursing,,,,2017-08-11 17:26:00,2017-08-11,2017-08-11,2019-01-01 16:34:00,2019-01-01 17:26:00,9 days,2017-08-02 16:34:00,2017-08-02 17:26:00,1.0
211,2017-08-11 17:30:00,,,15.0,BottlePumped,,,,2017-08-11 17:45:00,2017-08-11,2017-08-11,2019-01-01 17:30:00,2019-01-01 17:45:00,9 days,2017-08-02 17:30:00,2017-08-02 17:45:00,1.0
212,2017-08-11 17:38:00,,,15.0,Wet,,,,2017-08-11 17:53:00,2017-08-11,2017-08-11,2019-01-01 17:38:00,2019-01-01 17:53:00,9 days,2017-08-02 17:38:00,2017-08-02 17:53:00,1.0
213,2017-08-11 18:30:00,,,37.0,Sleep,,,,2017-08-11 19:07:00,2017-08-11,2017-08-11,2019-01-01 18:30:00,2019-01-01 19:07:00,9 days,2017-08-02 18:30:00,2017-08-02 19:07:00,1.0
214,2017-08-11 19:13:00,,,15.0,Wet,,,,2017-08-11 19:28:00,2017-08-11,2017-08-11,2019-01-01 19:13:00,2019-01-01 19:28:00,9 days,2017-08-02 19:13:00,2017-08-02 19:28:00,1.0
215,2017-08-11 19:13:00,,,15.0,BottleFormula,,,,2017-08-11 19:28:00,2017-08-11,2017-08-11,2019-01-01 19:13:00,2019-01-01 19:28:00,9 days,2017-08-02 19:13:00,2017-08-02 19:28:00,1.0
216,2017-08-11 19:45:00,,,95.0,Sleep,,,,2017-08-11 21:20:00,2017-08-11,2017-08-11,2019-01-01 19:45:00,2019-01-01 21:20:00,9 days,2017-08-02 19:45:00,2017-08-02 21:20:00,1.0
217,2017-08-11 21:39:00,12.0,35.0,47.0,Nursing,,,,2017-08-11 22:26:00,2017-08-11,2017-08-11,2019-01-01 21:39:00,2019-01-01 22:26:00,9 days,2017-08-02 21:39:00,2017-08-02 22:26:00,1.0
218,2017-08-11 23:07:00,,,15.0,BottlePumped,,,,2017-08-11 23:22:00,2017-08-11,2017-08-11,2019-01-01 23:07:00,2019-01-01 23:22:00,9 days,2017-08-02 23:07:00,2017-08-02 23:22:00,1.0
219,2017-08-11 23:27:00,,,0.0,Sleep,,,,2017-08-11 23:27:00,2017-08-11,2017-08-11,2019-01-01 23:27:00,2019-01-01 23:27:00,9 days,2017-08-02 23:27:00,2017-08-02 23:27:00,1.0
220,2017-08-11 23:28:00,,,122.0,Sleep,,,,2017-08-12 01:30:00,2017-08-11,2017-08-11,2019-01-01 23:28:00,2019-01-01 01:30:00,9 days,2017-08-02 23:28:00,2017-08-03 00:00:00,1.0
221,,,,,Sleep,,,,,,2017-08-12,,,,2017-08-02 00:00:00,2017-08-02 01:30:00,
222,2017-08-12 01:30:00,,,15.0,Wet,,,,2017-08-12 01:45:00,2017-08-12,2017-08-12,2019-01-01 01:30:00,2019-01-01 01:45:00,10 days,2017-08-02 01:30:00,2017-08-02 01:45:00,1.0
223,2017-08-12 01:33:00,25.0,5.0,30.0,Nursing,183.0,5.0,4.0,2017-08-12 02:03:00,2017-08-12,2017-08-12,2019-01-01 01:33:00,2019-01-01 02:03:00,10 days,2017-08-02 01:33:00,2017-08-02 02:03:00,1.0
224,2017-08-12 02:15:00,,,137.0,Sleep,,,,2017-08-12 04:32:00,2017-08-12,2017-08-12,2019-01-01 02:15:00,2019-01-01 04:32:00,10 days,2017-08-02 02:15:00,2017-08-02 04:32:00,1.0
225,2017-08-12 04:32:00,,,15.0,Wet,,,,2017-08-12 04:47:00,2017-08-12,2017-08-12,2019-01-01 04:32:00,2019-01-01 04:47:00,10 days,2017-08-02 04:32:00,2017-08-02 04:47:00,1.0
226,2017-08-12 04:36:00,21.0,21.0,42.0,Nursing,,,,2017-08-12 05:18:00,2017-08-12,2017-08-12,2019-01-01 04:36:00,2019-01-01 05:18:00,10 days,2017-08-02 04:36:00,2017-08-02 05:18:00,1.0
227,2017-08-12 05:59:00,,,121.0,Sleep,,,,2017-08-12 08:00:00,2017-08-12,2017-08-12,2019-01-01 05:59:00,2019-01-01 08:00:00,10 days,2017-08-02 05:59:00,2017-08-02 08:00:00,1.0
228,2017-08-12 08:00:00,,,15.0,Wet,,,,2017-08-12 08:15:00,2017-08-12,2017-08-12,2019-01-01 08:00:00,2019-01-01 08:15:00,10 days,2017-08-02 08:00:00,2017-08-02 08:15:00,1.0
229,2017-08-12 08:10:00,,,15.0,BottleFormula,,,,2017-08-12 08:25:00,2017-08-12,2017-08-12,2019-01-01 08:10:00,2019-01-01 08:25:00,10 days,2017-08-02 08:10:00,2017-08-02 08:25:00,1.0
230,2017-08-12 09:20:00,,,20.0,Sleep,,,,2017-08-12 09:40:00,2017-08-12,2017-08-12,2019-01-01 09:20:00,2019-01-01 09:40:00,10 days,2017-08-02 09:20:00,2017-08-02 09:40:00,1.0
