350 25 22 
282 11 8 
462 45 32 
129 10 7 
19 0 0 
290 23 26 
380 30 22 
28 1 0 
420 30 28 
543 51 47 
439 26 17 
653 23 21 
59600 4369 4369 
5300 216 188 
5680 229 198 
3220 149 132 
1312 61 55 
82 3 3 
1325 29 27 
540 33 28 
12400 303 394 
498 19 16 
130 2 2 
